srtm,slope,aspect,pre_05,evap_07,pre_01,point_x,point_y,vegetation_real,vegetation_predicted,prognosis_res
1755.0,19.8270283,303.6900635,0.0029717197674418,-0.0031892581395348,0.0015414616279069,85.76799317299998,49.6200790772,1.0,1.0,TP
738.0,31.3350124,357.646698,0.0041476872093023,-0.0035406372093023,0.0008399976744186,86.0368570657,51.4466191405,1.0,0.0,FN
630.0,25.7860146,14.9950781,0.0041476872093023,-0.0035406372093023,0.0008399976744186,85.98800870249998,51.330304628,1.0,1.0,TP
1050.0,20.5746384,2.5448036,0.0037411558139534,-0.0034055023255813,0.0009588546511627,86.4311644002,51.3236953978,1.0,1.0,TP
1401.0,32.1908875,350.4753418,0.0030543302325581,-0.0030290802325581,0.0009864790697674,87.041280971,51.0160362413,1.0,1.0,TP
1189.0,13.5859909,316.3971863,0.0038793046511627,-0.0032284813953488,0.0010776348837209,87.3721669761,51.4119118965,1.0,0.0,FN
961.0,26.4772816,34.088871,0.0036218558139534,-0.0030828127906976,0.0010840639534883,87.8481780602,51.3395346226,1.0,1.0,TP
702.0,33.1407127,81.5596313,0.0036218558139534,-0.0030828127906976,0.0010840639534883,88.0091062415,51.3395191137,1.0,1.0,TP
1089.0,39.6448288,11.3099318,0.0036218558139534,-0.0030828127906976,0.0010840639534883,87.7814653692,51.2681291151,1.0,1.0,TP
1317.0,41.6962013,342.5820312,0.0028786593023255,-0.0031797116279069,0.0008569546511627,87.516763112,51.1279540595,1.0,1.0,TP
1060.0,9.0399361,45.0,0.0028241627906976,-0.0034395593023255,0.0009601279069767,83.75545600239998,51.6749849504,1.0,1.0,TP
957.0,7.9523087,342.6459656,0.0028241627906976,-0.0034395593023255,0.0009601279069767,83.77648597229998,51.6597392952,1.0,0.0,FN
838.0,16.0798302,85.8553772,0.0028241627906976,-0.0034395593023255,0.0009601279069767,84.010618678,51.5199629395,1.0,1.0,TP
522.0,20.7822514,340.7693176,0.0036566499999999,-0.0036429802325581,0.0009785116279069,85.85253049969998,51.5963554553,1.0,1.0,TP
460.0,16.1180077,5.7927957,0.0037066197674418,-0.0034868941860465,0.0011883872093023,86.66115725039998,52.0651526094,1.0,1.0,TP
415.0,5.4380078,23.1985893,0.0037865290697674,-0.0034368197674418,0.0012262290697674,86.9971250154,52.0420697386,1.0,1.0,TP
417.0,7.9523087,342.6459656,0.0037865290697674,-0.0034368197674418,0.0012262290697674,86.8992477515,51.9755732762,1.0,1.0,TP
448.0,7.3637404,271.8475952,0.0037865290697674,-0.0034368197674418,0.0012262290697674,86.9135875825,51.9773064236,1.0,1.0,TP
595.0,10.160408,35.5376778,0.0033488837209302,-0.0034670697674418,0.0010954441860465,86.2040486276,51.8708254143,1.0,1.0,TP
617.0,5.4792686,182.4895477,0.0037066197674418,-0.0034868941860465,0.0011883872093023,86.81315288989998,51.9195037951,1.0,1.0,TP
625.0,7.6675773,201.8014069,0.0033488837209302,-0.0034670697674418,0.0010954441860465,86.1791042234,51.8127689256,1.0,1.0,TP
576.0,11.5416365,358.8308716,0.0037865290697674,-0.0034368197674418,0.0012262290697674,87.0105895528,51.9069075864,1.0,1.0,TP
663.0,8.9356318,122.0053864,0.0039391139534883,-0.0036684244186046,0.001073803488372,86.1826934176,51.7583599397,1.0,0.0,FN
535.0,11.6532621,8.1301012,0.0037865290697674,-0.0034368197674418,0.0012262290697674,87.0559993834,51.8576375505,1.0,1.0,TP
524.0,8.1044359,20.5560455,0.0047047860465116,-0.0035855813953488,0.001246426744186,86.76441451799998,51.7948937212,1.0,1.0,TP
634.0,11.0237856,48.4682274,0.0037865290697674,-0.0034368197674418,0.0012262290697674,86.9071831343,51.8123242224,1.0,1.0,TP
446.0,11.7682886,0.0,0.0037865290697674,-0.0034368197674418,0.0012262290697674,87.18981949259998,51.8097701085,1.0,1.0,TP
828.0,17.0624256,311.6981201,0.0047047860465116,-0.0035855813953488,0.001246426744186,86.4937601472,51.7156085177,1.0,1.0,TP
770.0,15.3829756,268.2642822,0.0044826453488372,-0.0034504546511627,0.0012879732558139,87.1695245633,51.7800056082,1.0,1.0,TP
699.0,15.2512188,308.7965393,0.0044826453488372,-0.0034504546511627,0.0012879732558139,87.1580065127,51.769515916,1.0,1.0,TP
690.0,17.3090038,209.6498718,0.0044826453488372,-0.0034504546511627,0.0012879732558139,87.14925884039998,51.7502353422,1.0,0.0,FN
717.0,10.6784153,45.0,0.0047047860465116,-0.0035855813953488,0.001246426744186,86.75865227389998,51.6754963548,1.0,1.0,TP
859.0,14.8265047,331.8214111,0.0039391139534883,-0.0036684244186046,0.001073803488372,86.128469763,51.568397787,1.0,0.0,FN
1076.0,26.5539074,97.1842651,0.0044826453488372,-0.0034504546511627,0.0012879732558139,86.8751953939,51.6350216411,1.0,1.0,TP
1255.0,21.3930264,308.0887756,0.0044826453488372,-0.0034504546511627,0.0012879732558139,87.1763590937,51.6166663779,1.0,1.0,TP
691.0,26.7942162,56.4410439,0.0044826453488372,-0.0034504546511627,0.0012879732558139,87.1075991763,51.55368732,1.0,1.0,TP
1039.0,33.1545944,336.7054443,0.0044826453488372,-0.0034504546511627,0.0012879732558139,87.14976115669998,51.5131321225,1.0,1.0,TP
1358.0,14.1295033,347.5740662,0.0043968139534883,-0.0032798976744186,0.0012020313953488,87.0559924029,51.4835801071,1.0,1.0,TP
910.0,29.34902,39.588131,0.0043968139534883,-0.0032798976744186,0.0012020313953488,87.2087528239,51.4654569769,1.0,1.0,TP
585.0,21.322422,343.8865662,0.0037865290697674,-0.0034368197674418,0.0012262290697674,87.24097252689998,52.0254358464,1.0,1.0,TP
440.0,1.9091525,180.0,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.57450690509998,52.0549946236,1.0,0.0,FN
585.0,16.7235584,289.440033,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.6176964202,52.0599225161,1.0,1.0,TP
552.0,11.179986,34.6951523,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.4962875787,52.0187100776,1.0,1.0,TP
842.0,31.9135704,294.5074158,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.80114330479998,52.0442662828,1.0,1.0,TP
765.0,15.0216398,306.1581726,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.8757861685,52.0435202126,1.0,1.0,TP
763.0,5.1506524,326.3099365,0.0051312337209302,-0.0034368499999999,0.0016032209302325,88.0198691505,52.0594860364,1.0,1.0,TP
932.0,11.630105,328.240509,0.0054348104651162,-0.0033549058139534,0.0016698604651162,88.0631158418,52.0642388438,1.0,1.0,TP
688.0,15.1009188,283.3924866,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.8640145444,52.0331117501,1.0,1.0,TP
813.0,14.763133,18.434948,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.4783775713,51.980223568,1.0,1.0,TP
753.0,18.2864647,5.0636163,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.8666439127,52.0243100493,1.0,1.0,TP
792.0,23.509655,343.3007507,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.40929167279998,51.9631166229,1.0,1.0,TP
800.0,15.3459501,300.068573,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.3833100874,51.9509866545,1.0,1.0,TP
875.0,9.1910334,214.5085297,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.9464725345,52.0059117856,1.0,1.0,TP
1038.0,8.3801918,45.0,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.5753426774,51.9549569745,1.0,1.0,TP
758.0,7.746974,27.3498745,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.8915343581,51.9907060192,1.0,1.0,TP
962.0,14.0212545,64.2900467,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.97786328569998,52.000297023,1.0,1.0,TP
700.0,6.5269866,33.1113434,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.7386756214,51.9553460519,1.0,1.0,TP
811.0,14.365036,338.0254822,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.8680193296,51.9698885307,1.0,1.0,TP
797.0,13.5821018,45.0,0.0037865290697674,-0.0034368197674418,0.0012262290697674,87.23930812019998,51.8885506852,1.0,1.0,TP
893.0,18.7352753,307.0106812,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.5573865252,51.916477926,1.0,1.0,TP
965.0,21.2714748,317.6025696,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.7897035341,51.9338063801,1.0,1.0,TP
803.0,13.0732174,279.2933044,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.4194200798,51.8823146529,1.0,1.0,TP
936.0,19.5211544,330.4221497,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.37916402669998,51.8685141153,1.0,1.0,TP
1013.0,22.0164337,63.6989822,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.3989239678,51.8525978238,1.0,1.0,TP
941.0,7.9732332,157.2490234,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.409785158,51.8174207763,1.0,1.0,TP
931.0,24.3613796,116.8008347,0.0044706732558139,-0.003385238372093,0.0013987279069767,87.61017257999998,51.8405872595,1.0,1.0,TP
745.0,30.7885113,270.4006653,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.8069713375,51.8265535299,1.0,1.0,TP
774.0,32.2800484,30.9637566,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.8212961932,51.8281684354,1.0,1.0,TP
1020.0,14.8895569,32.1957321,0.0049196720930232,-0.0031569360465116,0.0013730779069767,87.30904727319998,51.7600535722,1.0,1.0,TP
587.0,28.2486935,23.7820301,0.0049196720930232,-0.0031569360465116,0.0013730779069767,87.3518967392,51.765089071,1.0,1.0,TP
1041.0,11.126565,216.3843536,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.8525687832,51.8225872693,1.0,1.0,TP
909.0,2.6350265,5.194428,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.7835924212,51.8057103026,1.0,1.0,TP
1141.0,18.7142181,265.060791,0.0054348104651162,-0.0033549058139534,0.0016698604651162,88.07528312409998,51.8200922425,1.0,1.0,TP
955.0,21.322422,73.8865814,0.0044826453488372,-0.0034504546511627,0.0012879732558139,87.2310773269,51.6779018686,1.0,1.0,TP
1148.0,19.333025,307.2781677,0.0054111720930232,-0.0030840302325581,0.0016147895348837,88.0738088114,51.7744552813,1.0,1.0,TP
781.0,29.9080009,352.9264526,0.0054677279069767,-0.0031680686046511,0.0015674279069767,87.7098826166,51.7063001051,1.0,1.0,TP
1054.0,15.9388914,336.8014221,0.0054677279069767,-0.0031680686046511,0.0015674279069767,87.73844265939998,51.7095543743,1.0,1.0,TP
1085.0,22.5157776,309.2893982,0.0049196720930232,-0.0031569360465116,0.0013730779069767,87.298997587,51.6494748909,1.0,1.0,TP
1134.0,14.4086971,278.3929138,0.0054677279069767,-0.0031680686046511,0.0015674279069767,87.7151642572,51.6886909933,1.0,1.0,TP
1015.0,17.7132816,344.8759766,0.0054111720930232,-0.0030840302325581,0.0016147895348837,88.19186152909998,51.7237742089,1.0,1.0,TP
937.0,21.2292595,35.3947945,0.0049196720930232,-0.0031569360465116,0.0013730779069767,87.27265845469998,51.5916468017,1.0,1.0,TP
1287.0,28.1492672,326.4336853,0.0054677279069767,-0.0031680686046511,0.0015674279069767,87.7351513004,51.5725830898,1.0,1.0,TP
